,Unnamed: 0.1,Price,Product,Producer,Quantity,Type of food,Supermarket,Date
1707,652,3.10,M-Classic  Gusto del SolSalsicha Ibérica,unknown,100.0,Fish and Meat,Migros,2023-05-24
1708,653,3.50,M-Classic  St. GallerSchüblig (farm sausage),unknown,185.0,Fish and Meat,Migros,2023-05-24
1709,654,6.95, Tradition – CharciTradition Grillschnecken Bärlauch,unknown,240.0,Fish and Meat,Migros,2023-05-24
1710,655,2.–,Schweinsbratwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1711,656,6.80,Bauernbratwurst ,unknown,280.0,Fish and Meat,Migros,2023-05-24
1712,657,4.95,Spezial Kalbsbratwurst IP-SUISSE,unknown,280.0,Fish and Meat,Migros,2023-05-24
1713,658,4.95,Broccoli-Käse Bratwurst,unknown,240.0,Fish and Meat,Migros,2023-05-24
1714,659,1.85,Luganighe,unknown,100.0,Fish and Meat,Migros,2023-05-24
1715,660,4.70,Schweinswürstli ,unknown,240.0,Fish and Meat,Migros,2023-05-24
1716,661,7.95,Seeländerli,unknown,360.0,Fish and Meat,Migros,2023-05-24
1717,662,5.50,Toggenburger Landwurst,Spécialité Suisse,220.0,Fish and Meat,Migros,2023-05-24
1718,663,6.60,Bauernwurst ,unknown,270.0,Fish and Meat,Migros,2023-05-24
1719,664,5.40,Oriental Special Rindfleischwurst,unknown,240.0,Fish and Meat,Migros,2023-05-24
1720,665,7.50,Saucisse avec Tête de Moine,unknown,200.0,Fish and Meat,Migros,2023-05-24
1721,666,1.20,Leberwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1722,667,3.95,Schweinsbratwurst,unknown,220.0,Fish and Meat,Migros,2023-05-24
1723,668,2.45,Waadtländer Bratwurst,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1724,669,9.95,Bratwurst,unknown,800.0,Fish and Meat,Migros,2023-05-24
1725,670,6.40,Bratwurst,unknown,500.0,Fish and Meat,Migros,2023-05-24
1726,671,3.30,Siedwurst,unknown,200.0,Fish and Meat,Migros,2023-05-24
1727,672,4.90,Rinds-Bratwurst IP-SUISSE,unknown,180.0,Fish and Meat,Migros,2023-05-24
1728,673,4.95,Bernerli mit Käse ,unknown,200.0,Fish and Meat,Migros,2023-05-24
1729,674,6.80,St. Galler Schüblig,Spécialité Suisse,280.0,Fish and Meat,Migros,2023-05-24
1730,675,5.60,Toggenburger Landwurst,Spécialité Suisse,220.0,Fish and Meat,Migros,2023-05-24
1731,676,5.60,Entlebucherli,unknown,180.0,Fish and Meat,Migros,2023-05-24
1732,677,6.20,Bernerwurst,Spécialité Suisse,230.0,Fish and Meat,Migros,2023-05-24
1733,678,2.50,Schweins-Cipollata,unknown,100.0,Fish and Meat,Migros,2023-05-24
1734,679,1.85,Grill miGrill mi Grillschnecken Mix,unknown,100.0,Fish and Meat,Migros,2023-05-24
1735,680,3.90,St. Galler Kalbsbratwurst,Spécialité Suisse,200.0,Fish and Meat,Migros,2023-05-24
1736,681,5.95,Bratwurst,unknown,200.0,Fish and Meat,Migros,2023-05-24
1737,682,5.80,Kräuter-Bratwurst,unknown,260.0,Fish and Meat,Migros,2023-05-24
1738,683,4.80,Glarner-Schüblig,unknown,240.0,Fish and Meat,Migros,2023-05-24
1739,684,1.90,Cotechini,unknown,100.0,Fish and Meat,Migros,2023-05-24
1740,685,2.80,Salsiccia Schale,unknown,100.0,Fish and Meat,Migros,2023-05-24
1741,686,8.90,Schweinsw rstli,unknown,510.0,Fish and Meat,Migros,2023-05-24
1742,687,6.20,Emmentalerli,unknown,220.0,Fish and Meat,Migros,2023-05-24
1743,688,5.30,Ratsherrenschüblig,unknown,240.0,Fish and Meat,Migros,2023-05-24
1744,689,2.70,Jurawurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1745,690,3.25,Saucisse Croquantes Ajoie,unknown,100.0,Fish and Meat,Migros,2023-05-24
1746,691,6.90,Rindstatar,unknown,100.0,Fish and Meat,Migros,2023-05-24
1747,692,6.95,Bauernbratwurst,unknown,220.0,Fish and Meat,Migros,2023-05-24
1748,693,1.80, Schweinsbratwurst,Tradition,100.0,Fish and Meat,Migros,2023-05-24
1749,694,2.85,Grillschnecken Mix,unknown,100.0,Fish and Meat,Migros,2023-05-24
1750,695,4.95,Kalbsbratwurst Spezial IP-SUISSE,unknown,280.0,Fish and Meat,Migros,2023-05-24
1751,696,5.80,Pizza Bratwurst,unknown,180.0,Fish and Meat,Migros,2023-05-24
1752,697,8.95,Glarner-Kalberwurst,unknown,400.0,Fish and Meat,Migros,2023-05-24
1753,698,8.95,Kalberwurst past ,unknown,400.0,Fish and Meat,Migros,2023-05-24
1754,699,6.90,Augustiner Schüblig,unknown,310.0,Fish and Meat,Migros,2023-05-24
1755,700,5.75,Engadiner Hauswurst ,Spécialité Suisse,260.0,Fish and Meat,Migros,2023-05-24
1756,701,6.80,Schwartenwurst,unknown,320.0,Fish and Meat,Migros,2023-05-24
1757,702,2.65,Merguez roh,unknown,100.0,Fish and Meat,Migros,2023-05-24
1758,703,7.90,Kalbsbratwurst ,unknown,400.0,Fish and Meat,Migros,2023-05-24
1759,704,4.95,M-ClassicM-Classic Grill mi Grill-Schnecken Mix,unknown,160.0,Fish and Meat,Migros,2023-05-24
1760,705,5.95,M-ClassicM-Classic Bratwurst mit Sauerkraut,unknown,260.0,Fish and Meat,Migros,2023-05-24
1761,706,7.90,Schweinsbratwurst,unknown,560.0,Fish and Meat,Migros,2023-05-24
1762,707,6.90,Bockwürstli past Terrasuisse,unknown,260.0,Fish and Meat,Migros,2023-05-24
1763,708,7.70,Kalbs-Cipollatta,unknown,250.0,Fish and Meat,Migros,2023-05-24
1764,709,5.40,Schweinsbratwurst IP-SUISSE,unknown,300.0,Fish and Meat,Migros,2023-05-24
1765,710,6.20,Cipollata,unknown,250.0,Fish and Meat,Migros,2023-05-24
1766,711,5.90,Solothurnerli mit Tête de Moine,unknown,320.0,Fish and Meat,Migros,2023-05-24
1767,712,6.50,Schweinsbratwurst IP-SUISSE,unknown,360.0,Fish and Meat,Migros,2023-05-24
1768,713,2.70,Spezial Kalbsbratwurst IP-SUISSE,unknown,140.0,Fish and Meat,Migros,2023-05-24
1769,714,5.95,Bio Salsiccia,unknown,180.0,Fish and Meat,Migros,2023-05-24
1770,715,3.75,"M-ClassicTrout filletsWith pepper, smoked, ASC",unknown,125.0,Fish and Meat,Migros,2023-05-24
1771,716,3.20,IP-SUISSEVeal mince steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1772,717,6.95,  Meat & PlantsMinced beefWith vegetables,The Mix,400.0,Fish and Meat,Migros,2023-05-24
1773,718,5.90,IP-SUISSEHamburger de boeuf,unknown,200.0,Fish and Meat,Migros,2023-05-24
1774,719,14.75,Smoked salmon,Migros Bio,300.0,Fish and Meat,Migros,2023-05-24
1775,720,5.50,Chicken Meatballs,Optigal,240.0,Fish and Meat,Migros,2023-05-24
1776,721,8.95,Dried meat,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1777,722,1.60,M-BudgetMinced beef,unknown,100.0,Fish and Meat,Migros,2023-05-24
1778,723,4.80,Chicken burger,Optigal,200.0,Fish and Meat,Migros,2023-05-24
1779,724,9.50,Fruits de merMarinated cuttlefishCooked,unknown,200.0,Fish and Meat,Migros,2023-05-24
1780,725,3.60,M-Classic  ASCTrout filletsSmoked,unknown,125.0,Fish and Meat,Migros,2023-05-24
1781,726,7.70,GrillMi  IP-SUISSEBeef Burger XXL,unknown,300.0,Fish and Meat,Migros,2023-05-24
1782,727,4.70,Surimi Focks,Coraya,180.0,Fish and Meat,Migros,2023-05-24
1783,728,7.70,Rindhackfleisch IP-SUISSE,unknown,300.0,Fish and Meat,Migros,2023-05-24
1784,729,2.50,Rindshackfleisch,unknown,100.0,Fish and Meat,Migros,2023-05-24
1785,730,6.10,M-ClassicM-Classic Hamburger,unknown,240.0,Fish and Meat,Migros,2023-05-24
1786,731,5.80,Rindshacksteak,unknown,200.0,Fish and Meat,Migros,2023-05-24
1787,732,2.–,Bio Rindshackfleisch,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1788,733,2.10,M-ClassicM-Classic Rinds Hackballs,unknown,100.0,Fish and Meat,Migros,2023-05-24
1789,734,4.50,M-ClassicM-Classic ASC Rauchlachs Atlantik,unknown,100.0,Fish and Meat,Migros,2023-05-24
1790,735,4.10,ASC Graved Lachs,unknown,100.0,Fish and Meat,Migros,2023-05-24
1791,736,5.50,Kalmar-Ringe,unknown,200.0,Fish and Meat,Migros,2023-05-24
1792,737,3.50,Beefburger Dry Aged,unknown,100.0,Fish and Meat,Migros,2023-05-24
1793,738,3.20,Fleischkugeln IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1794,739,2.95,Bio Rindfleisch Balls,unknown,100.0,Fish and Meat,Migros,2023-05-24
1795,740,3.10,Rinds-Hacksteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1796,741,9.50,Octopus Carpaccio,unknown,100.0,Fish and Meat,Migros,2023-05-24
1797,742,4.40,MSC Heringsfilets Bismark,unknown,400.0,Fish and Meat,Migros,2023-05-24
1798,743,2.65,Hamburger,unknown,100.0,Fish and Meat,Migros,2023-05-24
1799,744,4.50,Aareburger Sweet Chili,unknown,200.0,Fish and Meat,Migros,2023-05-24
1800,745,6.35,AdR R-Chili Burger ,unknown,240.0,Fish and Meat,Migros,2023-05-24
1801,746,6.35,Rindshamburger,unknown,240.0,Fish and Meat,Migros,2023-05-24
1802,747,1.90,M-ClassicM-Classic Hacksteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1803,748,10.95,MSC Wildlachs Coho,unknown,100.0,Fish and Meat,Migros,2023-05-24
1804,749,4.95,M-ClassicM-Classic ASC Pangasius Knusperli,unknown,250.0,Fish and Meat,Migros,2023-05-24
1805,750,6.20,Miesmuschelsalat,unknown,150.0,Fish and Meat,Migros,2023-05-24
1806,751,3.55,M-ClassicM-Classic Qualivo Kalbshackfleisch,unknown,100.0,Fish and Meat,Migros,2023-05-24
1807,752,1.80,Kalbshackfleisch IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1808,753,2.30,M-ClassicM-Classic Lamm Hacksteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1809,754,5.50,Hamburger IP-SUISSE,unknown,220.0,Fish and Meat,Migros,2023-05-24
1810,755,4.25,M-ClassicM-Classic Kalbshamburger,unknown,100.0,Fish and Meat,Migros,2023-05-24
1811,756,4.45,Qualivo Kalbs Meatballs,unknown,100.0,Fish and Meat,Migros,2023-05-24
1812,757,3.60,M-ClassicM-Classic Qualivo Kalbshackfleisch,unknown,100.0,Fish and Meat,Migros,2023-05-24
1813,758,7.80,ASC MSC Meeresfrüchte Mix,unknown,200.0,Fish and Meat,Migros,2023-05-24
1814,759,1.20,M-BudgetM-Budget Hackfleisch gemischt,unknown,100.0,Fish and Meat,Migros,2023-05-24
1815,760,4.60,M-ClassicHacksteak M-Classic,unknown,220.0,Fish and Meat,Migros,2023-05-24
1816,761,5.20,M-ClassicKalbs Hamburger M-Classic,unknown,220.0,Fish and Meat,Migros,2023-05-24
1817,762,4.60,M-ClassicM-Classic Mexican Burger,unknown,220.0,Fish and Meat,Migros,2023-05-24
1818,763,1.90,Schweinshackfleisch IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1819,764,5.95,Forellenfilets geräuchert,unknown,100.0,Fish and Meat,Migros,2023-05-24
1820,765,1.90,Schweinshackfleisch IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1821,766,4.45,M-BudgetM-Budget Hackballs Rinds,unknown,250.0,Fish and Meat,Migros,2023-05-24
1822,767,3.90,Hackfleisch im Teig,unknown,100.0,Fish and Meat,Migros,2023-05-24
1823,768,2.90,IP-SUISSERippli Kidney PieceSmoked,unknown,100.0,Fish and Meat,Migros,2023-05-24
1824,769,4.50,  de GruyèresSalami sticksBeef - mini,Spécialité Suisse,80.0,Fish and Meat,Migros,2023-05-24
1825,770,5.55,Country smoked ham,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1826,771,5.90,BioRaw hamApéro,unknown,50.0,Fish and Meat,Migros,2023-05-24
1827,772,3.50,Cheese hamSmoked,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1828,773,9.50,  Le Bâton de Berger à croquerSaucisson sec pur porc,Justin Bridou,160.0,Fish and Meat,Migros,2023-05-24
1829,774,5.95,SalamettiAl Peperoncino Ticinese,Rapelli,140.0,Fish and Meat,Migros,2023-05-24
1830,775,10.20,M-Classic  Wild / GibierDried venison,unknown,100.0,Fish and Meat,Migros,2023-05-24
1831,776,8.95,Prosciutto cottoGran riserva,Specialità Italiana,100.0,Fish and Meat,Migros,2023-05-24
1832,777,8.95,Appenzeller MostbröckliCoupé extra fin,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1833,778,6.95,Salametti à l'ail des oursÀ l'ail des ours,Rapelli,180.0,Fish and Meat,Migros,2023-05-24
1834,779,3.10,Hinterschinken Schale klein IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1835,780,9.50,Kochschinken,unknown,110.0,Fish and Meat,Migros,2023-05-24
1836,781,4.20,Schinken paysanne,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1837,782,4.25,Beinschinken geschnitten,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1838,783,10.90,Salami Milano,Spécialité Suisse,300.0,Fish and Meat,Migros,2023-05-24
1839,784,10.90,Trockenfleisch hauchdünn,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1840,785,10.70,Walliser Trockenfleisch geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1841,786,10.70,Walliser Trockenfleisch geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1842,787,7.05,Rohschinken Culatello,unknown,100.0,Fish and Meat,Migros,2023-05-24
1843,788,2.75,Rohschinken Anschnitte,unknown,100.0,Fish and Meat,Migros,2023-05-24
1844,789,6.70,Rohschinken Wallis geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1845,790,4.65,Pancetta geräucht Schale,unknown,100.0,Fish and Meat,Migros,2023-05-24
1846,791,8.15,Greyezerteller geschnitten,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1847,792,2.95,Kings Wagyu Jerky,unknown,25.0,Fish and Meat,Migros,2023-05-24
1848,793,5.35,Filetto Schweinsnierstück geräucht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1849,794,7.20,Tösstaler Goldschinken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1850,795,2.55,Bohnenfleisch geräucht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1851,796,2.50,Borsotto nostrano,unknown,100.0,Fish and Meat,Migros,2023-05-24
1852,797,4.55,Bauernschinken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1853,798,6.90,Wander Knebeli ,Spécialité Suisse,180.0,Fish and Meat,Migros,2023-05-24
1854,799,2.55,M-ClassicM-Classic Chorizo extra picante,unknown,100.0,Fish and Meat,Migros,2023-05-24
1855,800,4.70,Salami du terroir,unknown,100.0,Fish and Meat,Migros,2023-05-24
1856,801,3.95,Dauerwurst Jura,unknown,100.0,Fish and Meat,Migros,2023-05-24
1857,802,10.90,Greyerzer Rohwurst,Spécialité Suisse,250.0,Fish and Meat,Migros,2023-05-24
1858,803,10.70,Walliser Trockenfleisch geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1859,804,6.15,Greyezer Platte geschnitten,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1860,805,4.95,Wild West Beef Jerky,unknown,70.0,Fish and Meat,Migros,2023-05-24
1861,806,4.95,Wild West Beef Jerky BBQ Honey,unknown,70.0,Fish and Meat,Migros,2023-05-24
1862,807,2.55,Saucisse d'Ajoie,unknown,100.0,Fish and Meat,Migros,2023-05-24
1863,808,5.–,Sélection Prosciutto Kräuter IP-SUISSE,Migros Sélection,100.0,Fish and Meat,Migros,2023-05-24
1864,809,5.–, Prosciutto Kräuter IP-SUISSE,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1865,810,4.65,Saftschinken geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1866,811,4.35,Krustenschinken geschnitten,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1867,812,4.90,Wetterschmöckerli ,unknown,160.0,Fish and Meat,Migros,2023-05-24
1868,813,9.90,Basler Bauernschüblig,unknown,300.0,Fish and Meat,Migros,2023-05-24
1869,814,6.50,Rauchknebeli,Spécialité Suisse,150.0,Fish and Meat,Migros,2023-05-24
1870,815,2.55,M-ClassicM-Classic Chorizo traditionell,unknown,100.0,Fish and Meat,Migros,2023-05-24
1871,816,9.10,Eringerwurst,unknown,200.0,Fish and Meat,Migros,2023-05-24
1872,817,5.10,Engelbergerwurst geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1873,818,9.90,Saucisse geante Valais cherm,unknown,250.0,Fish and Meat,Migros,2023-05-24
1874,819,8.90,Trockenfleisch Eckstück Schale,unknown,100.0,Fish and Meat,Migros,2023-05-24
1875,820,6.90,Rohschinken geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1876,821,6.70,Walliser Rohschinken geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1877,822,6.70,Rohschinken Greyerzer Schale,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1878,823,6.75,Rohschinken hauchdünn,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1879,824,6.70,Rohschinken Wallis geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1880,825,9.20,Walliser Platte geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1881,826,6.95, Beef Jerky Sweet & Hot,Jack Link's,70.0,Fish and Meat,Migros,2023-05-24
1882,827,7.25,Landrauchschinken IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1883,828,6.20,Wyl Landrauchschinken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1884,829,1.65,Schweins-Wädli gekocht ohne Bein,unknown,100.0,Fish and Meat,Migros,2023-05-24
1885,830,3.05,Boutefas roh,unknown,100.0,Fish and Meat,Migros,2023-05-24
1886,831,4.85,Wyländer Bauernschinken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1887,832,5.60,Appenzeller Pantli,Spécialité Suisse,140.0,Fish and Meat,Migros,2023-05-24
1888,833,2.55,M-ClassicM-Classic Chorizo tradit. mild,unknown,100.0,Fish and Meat,Migros,2023-05-24
1889,834,7.85,Salsiz ,unknown,285.0,Fish and Meat,Migros,2023-05-24
1890,835,4.25,Pferdetrockenwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1891,836,11.20,Trockenfleisch hauchdünn geschn.,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1892,837,7.50,Sélection Schweinsfilet Surchoix,Migros Sélection,100.0,Fish and Meat,Migros,2023-05-24
1893,838,7.50, Schweinsfilet Surchoix,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1894,839,7.60,Hobelfleisch Schale,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1895,840,6.10,Heublumenrohschinken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1896,841,5.90,Presunto Portugues,unknown,100.0,Fish and Meat,Migros,2023-05-24
1897,842,2.90, Beef Jerky Original,Jack Link's,25.0,Fish and Meat,Migros,2023-05-24
1898,843,2.90,Jack LInk's Beef Jerky Teriyaki,unknown,25.0,Fish and Meat,Migros,2023-05-24
1899,844,8.30,Mostbröckli Schale,unknown,100.0,Fish and Meat,Migros,2023-05-24
1900,845,6.30,Wyl Zvieriplättli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1901,846,5.95,Wyländer Rauchmöckli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1902,847,5.95,Wyl Rauchmöckli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1903,848,3.40,Siedfleisch in Sulz gekocht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1904,849,4.95,  IP-SUISSECountry ham,Traditon,100.0,Fish and Meat,Migros,2023-05-24
1905,850,5.90,Nidwaldner Chämimeckli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1906,851,4.50,Seeländer Krustenschinken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1907,852,3.95,M-ClassicM-Classic Hirschsalsiz mit Kürbisk.,unknown,100.0,Fish and Meat,Migros,2023-05-24
1908,853,6.55,Landrauchschinken IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1909,854,6.45,Landrauchschinken IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1910,855,5.85,Hobelfleisch Anschnitte Schale,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1911,856,3.60,Ofenbraten geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1912,857,4.40,Bureschinken geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1913,858,5.–,Schweinsbraten geschnitten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1914,859,6.95,Salami Milano,unknown,300.0,Fish and Meat,Migros,2023-05-24
1915,860,4.10,Bauernwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1916,861,12.95,Jamón Pata Negra,unknown,70.0,Fish and Meat,Migros,2023-05-24
1917,862,8.95,Tapas Ibericas,unknown,100.0,Fish and Meat,Migros,2023-05-24
1918,863,4.50,  IP-SUISSECooked hamWith bear garlic,Tradition,120.0,Fish and Meat,Migros,2023-05-24
1919,864,4.50, Tradition – CharciTradition Saftschinken Pfeffer,unknown,120.0,Fish and Meat,Migros,2023-05-24
1920,865,4.50, Tradition – CharciTradition Saftschin. Tomaten Basilikum,unknown,120.0,Fish and Meat,Migros,2023-05-24
1921,866,5.95,BioJambon ramoneurSmoked,unknown,120.0,Fish and Meat,Migros,2023-05-24
1922,867,3.95, Tradition – CharciTradition Saftschinken IP-SUISSE,unknown,120.0,Fish and Meat,Migros,2023-05-24
1923,868,4.50, Tradition – CharciTradition Saftschinken Chili,unknown,120.0,Fish and Meat,Migros,2023-05-24
1924,869,2.95, Tradition – CharciTradition Mini Landjäger,unknown,100.0,Fish and Meat,Migros,2023-05-24
1925,870,6.25,Schweinsfilet-Würfel pikant,unknown,100.0,Fish and Meat,Migros,2023-05-24
1926,871,5.95,Rauchknebeli,Spécialité Suisse,150.0,Fish and Meat,Migros,2023-05-24
1927,872,6.35,Bresaola,unknown,100.0,Fish and Meat,Migros,2023-05-24
1928,873,5.95,M-BudgetM-Budget Mostbröckli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1929,874,9.60,Hirsch Bresaola,unknown,100.0,Fish and Meat,Migros,2023-05-24
1930,875,5.60,Appenzeller Pantli,Spécialité Suisse,140.0,Fish and Meat,Migros,2023-05-24
1931,876,6.–,Bio Salametti ,Migros Bio,140.0,Fish and Meat,Migros,2023-05-24
1932,877,11.–,Mostbröckli Black Angus,unknown,100.0,Fish and Meat,Migros,2023-05-24
1933,878,4.50,M-BudgetM-Budget Schweins-Möckli geräucht,unknown,120.0,Fish and Meat,Migros,2023-05-24
1934,879,8.50,Andutgel Bündnersalsiz,unknown,200.0,Fish and Meat,Migros,2023-05-24
1935,880,9.25,Mostbröckli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1936,881,8.95,M-BudgetMeat pie,unknown,550.0,Fish and Meat,Migros,2023-05-24
1937,882,7.95,Carpaccio de boeuf,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1938,883,12.50,Fruits de merCuttlefish tentaclesCooked,unknown,200.0,Fish and Meat,Migros,2023-05-24
1939,884,3.95,V-LoveVegetable nuggetsVegetarian,unknown,225.0,Fish and Meat,Migros,2023-05-24
1940,885,4.50,Minced meatVegan,Migros Bio,200.0,Fish and Meat,Migros,2023-05-24
1941,886,7.50,Kale BurgerWith rapeseed,Migros Bio,360.0,Fish and Meat,Migros,2023-05-24
1942,887,7.90,"  QuornGrill pepper steakBien cuite, à base de Quorn, produit de champignon, destinée à être consommée cuite",Cornatur,390.0,Fish and Meat,Migros,2023-05-24
1943,888,4.50,  de GruyèresApero salami pearlsChorizo - mini,Spécialité Suisse,80.0,Fish and Meat,Migros,2023-05-24
1944,889,5.95,GrillMi  CornaturVegetarian skewer,unknown,175.0,Fish and Meat,Migros,2023-05-24
1945,890,2.50,Vegetable Burger,Alnatura,210.0,Fish and Meat,Migros,2023-05-24
1946,891,7.20,Minced meatVegan,Migros Bio,400.0,Fish and Meat,Migros,2023-05-24
1947,892,7.90,Cordon vertVegetarian,Cornatur,520.0,Fish and Meat,Migros,2023-05-24
1948,893,4.30,M-BudgetM-Budget Plant-Based Gehacktes vegan,unknown,350.0,Fish and Meat,Migros,2023-05-24
1949,894,4.95,NuggetsVegan,Heura,180.0,Fish and Meat,Migros,2023-05-24
1950,895,11.–,Planted.SkewersVegan,unknown,400.0,Fish and Meat,Migros,2023-05-24
1951,896,9.50,Planted.Pea protein chickenVegan,unknown,350.0,Fish and Meat,Migros,2023-05-24
1952,897,4.95,V-LoveV-Love Bio Pumpkin Burger,unknown,160.0,Fish and Meat,Migros,2023-05-24
1953,898,6.50, Bio Chunks Teriyaki - Vegan,Luya,175.0,Fish and Meat,Migros,2023-05-24
1954,899,4.95,Vegi Balls,unknown,200.0,Fish and Meat,Migros,2023-05-24
1955,900,4.95,V-LoveV-Love Sea Style Fingers,unknown,180.0,Fish and Meat,Migros,2023-05-24
1956,901,14.95,Juicy Marbles Thick-Cut Filet,unknown,226.0,Fish and Meat,Migros,2023-05-24
1957,902,9.90,MSCWild salmon roe,unknown,60.0,Fish and Meat,Migros,2023-05-24
1958,903,3.50,Salami Campagna,Fratelli Beretta,100.0,Fish and Meat,Migros,2023-05-24
1959,904,3.30,M-ClassicLyoner HamWith pistachios,unknown,150.0,Fish and Meat,Migros,2023-05-24
1960,905,5.95,Mini Hirtenstab,unknown,80.0,Fish and Meat,Migros,2023-05-24
1961,906,5.70,Bio Apéro Salami mit Kräutern,Migros Bio,60.0,Fish and Meat,Migros,2023-05-24
1962,907,4.90,Apéro Pfefferwurst mini,unknown,80.0,Fish and Meat,Migros,2023-05-24
1963,908,3.50,Pre-cooked beef asadoPrécuit,Anna's Best,100.0,Fish and Meat,Migros,2023-05-24
1964,909,5.40,GrillMi  BioShrimp skewerBBQ,unknown,100.0,Fish and Meat,Migros,2023-05-24
1965,910,5.90,Beef ChipsPlain,unknown,85.0,Fish and Meat,Migros,2023-05-24
1966,911,2.95,Chicken breast,Don Pollo,200.0,Fish and Meat,Migros,2023-05-24
1967,912,1.50,Veggie Salami,Alnatura,50.0,Fish and Meat,Migros,2023-05-24
1968,913,4.50,  de GruyèresApero salami pearlsBeef - mini,Spécialité Suisse,80.0,Fish and Meat,Migros,2023-05-24
1969,914,9.95,"Sushi - Salmon Rolls MixWith ginger, wasabi and soy sauce",Sushi Mania,205.0,Fish and Meat,Migros,2023-05-24
1970,915,3.50,Pre-cooked pork Spare-RibsPrécuits,Anna's Best,100.0,Fish and Meat,Migros,2023-05-24
1971,916,3.90,Dry bacon with herbs,Migros Bio,50.0,Fish and Meat,Migros,2023-05-24
1972,917,3.–,M-BudgetSaucisse extra,unknown,500.0,Fish and Meat,Migros,2023-05-24
1973,918,1.65,M-ClassicMeatloaf raw,unknown,100.0,Fish and Meat,Migros,2023-05-24
1974,919,2.95,M-ClassicChicken Sticks,unknown,90.0,Fish and Meat,Migros,2023-05-24
1975,920,3.95,MortadellaWith summer truffle,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
